"","ACL","ZIP","IP","VMP","NVM","TDM","TDC","TDCH","TEM","TEC","TECH","TNM","TNC","TNCH","TIM","TIC","TICH","CSC","Churn"
"2700",136,510,"No","No",0,109.4,91,18.6,207.5,111,17.64,135,107,6.08,11.6,5,3.13,0,"NO"
"2711",63,510,"No","No",0,261.8,69,44.51,245,135,20.83,202.1,94,9.09,14.7,4,3.97,0,"YES"
"2718",142,415,"No","Yes",38,163.3,104,27.76,136,114,11.56,249.1,127,11.21,4.3,6,1.16,0,"NO"
"2726",51,408,"No","No",0,169.3,111,28.78,139.5,69,11.86,197,87,8.87,12,3,3.24,0,"NO"
"2738",109,415,"No","No",0,184.1,143,31.3,211.7,105,17.99,243,116,10.93,9.9,2,2.67,1,"NO"
"2752",128,415,"No","No",0,179.4,94,30.5,270.4,92,22.98,191,88,8.59,7.9,4,2.13,0,"NO"
"2764",116,408,"No","Yes",19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,"NO"
"2765",123,510,"No","Yes",23,245,88,41.65,265,105,22.53,239.7,108,10.79,14.9,3,4.02,2,"NO"
"2771",84,408,"No","Yes",30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,"NO"
"2773",161,408,"No","No",0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,"YES"
"2774",134,510,"No","Yes",34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,"YES"
"2782",109,415,"No","No",0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9,3,2.43,2,"NO"
"2785",119,408,"No","No",0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,"YES"
"2788",78,415,"No","No",0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,"NO"
"2789",134,415,"No","No",0,244.1,99,41.5,246.9,111,20.99,200,133,9,7.2,2,1.94,0,"NO"
"2794",107,510,"No","Yes",27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,"NO"
"2796",76,510,"No","No",0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,"NO"
"2804",104,415,"No","No",0,264,108,44.88,132.2,75,11.24,177.7,91,8,10.6,8,2.86,3,"NO"
"2809",114,415,"No","Yes",25,129,77,21.93,290,110,24.65,177.1,110,7.97,11.6,5,3.13,1,"NO"
"2811",90,415,"No","Yes",42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3,0,"NO"
"2814",52,510,"No","No",0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,"NO"
"2824",87,415,"No","No",0,198.3,80,33.71,187,89,15.9,133.5,96,6.01,16.6,4,4.48,2,"NO"
"2831",99,415,"No","No",0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,"NO"
"2839",178,415,"No","Yes",35,175.4,88,29.82,190,65,16.15,138.7,94,6.24,10.5,3,2.84,2,"NO"
"2840",112,415,"No","No",0,266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,"YES"
"2843",121,510,"No","Yes",20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,"NO"
"2845",161,415,"No","No",0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,"NO"
"2847",104,415,"No","No",0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,"NO"
"2848",119,415,"Yes","Yes",32,173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,"NO"
"2850",156,510,"No","No",0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,"NO"
"2853",90,408,"No","No",0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,"NO"
"2855",101,510,"No","No",0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,"NO"
"2856",95,415,"No","No",0,149.2,96,25.36,260.7,116,22.16,201,120,9.05,8.1,2,2.19,1,"NO"
"2859",141,510,"No","Yes",28,308,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2,1,"NO"
"2871",121,415,"No","No",0,86.1,100,14.64,259.8,113,22.08,148,79,6.66,9.1,9,2.46,2,"NO"
"2872",125,408,"No","No",0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,"NO"
"2873",124,415,"No","No",0,151,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,"NO"
"2878",133,510,"No","No",0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,"NO"
"2881",107,415,"No","No",0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,"NO"
"2892",159,510,"No","No",0,114.8,98,19.52,192.6,101,16.37,259,108,11.66,12.2,5,3.29,0,"NO"
"2893",103,415,"No","Yes",34,138.8,80,23.6,142,108,12.07,183.8,77,8.27,11.8,7,3.19,1,"NO"
"2914",185,408,"No","No",0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,"NO"
"2915",65,415,"No","Yes",34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,"NO"
"2918",44,415,"No","No",0,202.6,89,34.44,163,96,13.86,268.1,151,12.06,8.3,3,2.24,0,"NO"
"2921",132,510,"No","No",0,121.5,88,20.66,253,124,21.51,195.7,120,8.81,10.7,4,2.89,1,"NO"
"2931",124,415,"No","No",0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,"NO"
"2932",68,415,"No","No",0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,"NO"
"2934",98,510,"Yes","No",0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,"NO"
"2935",24,408,"No","No",0,149,73,25.33,131,81,11.14,238.6,69,10.74,8.6,3,2.32,2,"YES"
"2938",96,415,"No","Yes",40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,"NO"
"2942",112,415,"No","Yes",31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,"NO"
"2947",82,415,"No","Yes",19,146.5,73,24.91,246.4,65,20.94,199,114,8.96,4.1,4,1.11,1,"NO"
"2961",1,415,"No","No",0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10,3,2.7,5,"YES"
"2965",99,408,"No","No",0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,"YES"
"2967",177,408,"No","No",0,227.8,81,38.73,161.8,97,13.75,217,106,9.76,8,5,2.16,1,"NO"
"2970",116,408,"No","No",0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,"NO"
"2972",148,415,"Yes","No",0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,"YES"
"2976",80,415,"No","No",0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,"NO"
"2977",122,415,"Yes","No",0,146.3,117,24.87,218.7,93,18.59,236,97,10.62,11.5,5,3.11,1,"NO"
"2983",87,510,"No","No",0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,"NO"
"2984",150,415,"No","No",0,214,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,"NO"
"2990",108,408,"Yes","No",0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,"YES"
"2992",101,415,"Yes","No",0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,"NO"
"2993",182,415,"No","Yes",24,128.1,104,21.78,143.4,127,12.19,191,98,8.59,11.6,3,3.13,1,"NO"
"2994",161,408,"No","No",0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,"NO"
"2996",69,415,"No","Yes",31,194.9,63,33.13,191.6,90,16.29,153,129,6.89,13.2,2,3.56,2,"NO"
"3002",117,408,"No","No",0,119,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,"NO"
"3003",177,415,"No","No",0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,"YES"
"3005",76,415,"No","No",0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,"NO"
"3011",185,408,"No","No",0,55.6,97,9.45,288.7,83,24.54,111.2,110,5,12.1,3,3.27,2,"NO"
"3015",153,510,"No","No",0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,"NO"
"3016",132,415,"No","Yes",25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,"NO"
"3017",148,510,"No","No",0,203,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,"NO"
"3018",141,408,"No","No",0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6,3,1.62,5,"NO"
"3029",129,415,"No","No",0,150,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,"NO"
"3030",67,415,"No","Yes",34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,"NO"
"3034",135,510,"No","No",0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,"NO"
"3035",75,415,"No","Yes",42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,"NO"
"3039",121,510,"No","Yes",28,110,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,"NO"
"3041",90,415,"No","No",0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,"NO"
"3046",57,415,"No","No",0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,"YES"
"3053",103,415,"No","No",0,129.3,103,21.98,202.8,89,17.24,233,126,10.49,12.9,2,3.48,2,"NO"
"3055",141,415,"No","No",0,185.1,126,31.47,233,98,19.81,152.2,106,6.85,9.1,7,2.46,0,"NO"
"3057",131,510,"No","No",0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,"NO"
"3060",116,510,"No","Yes",35,118,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,"NO"
"3062",90,408,"No","No",0,222,93,37.74,187,103,15.9,282.3,124,12.7,12.4,6,3.35,2,"NO"
"3064",63,408,"No","Yes",25,190,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,"NO"
"3083",130,510,"No","No",0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,"NO"
"3087",54,510,"Yes","No",0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,"NO"
"3089",100,415,"No","Yes",29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,"NO"
"3092",117,408,"No","No",0,97.1,98,16.51,228,131,19.38,240,111,10.8,10.6,3,2.86,1,"NO"
"3103",100,415,"No","Yes",32,125.2,123,21.28,230.9,101,19.63,192,106,8.64,12.6,9,3.4,3,"NO"
"3106",57,415,"No","No",0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,"NO"
"3107",119,408,"No","Yes",26,132,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,"NO"
"3110",139,415,"Yes","No",0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,"NO"
"3114",108,415,"No","No",0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14,9,3.78,2,"YES"
"3117",149,408,"No","No",0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,"NO"
"3119",131,408,"No","Yes",33,177.1,100,30.11,194,85,16.49,253.4,124,11.4,5.2,5,1.4,1,"NO"
"3121",96,415,"No","Yes",21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,"NO"
"3125",75,408,"No","Yes",24,225.5,119,38.34,182,108,15.47,270.9,106,12.19,9.4,2,2.54,3,"NO"
"3126",40,510,"No","No",0,169.7,115,28.85,141.4,123,12.02,253,115,11.39,10.5,3,2.84,4,"YES"
"3127",108,415,"No","No",0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,"NO"
"3129",16,415,"No","No",0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,"NO"
"3131",108,510,"No","Yes",25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,"NO"
"3132",107,510,"No","No",0,189.7,76,32.25,156.1,65,13.27,244,91,10.98,8.3,3,2.24,5,"NO"
"3133",161,415,"No","No",0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,"YES"
"3139",91,408,"No","No",0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,"NO"
"3144",104,415,"No","No",0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10,4,2.7,3,"NO"
"3147",143,510,"No","No",0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,"NO"
"3149",60,415,"Yes","No",0,205.9,97,35,277.4,117,23.58,202,139,9.09,11,2,2.97,0,"YES"
"3150",41,510,"No","No",0,207.2,138,35.22,214.1,83,18.2,193,105,8.69,11.9,4,3.21,1,"NO"
"3160",27,415,"No","No",0,227.4,67,38.66,248,115,21.08,61.4,109,2.76,7.8,6,2.11,1,"NO"
"3163",81,415,"No","No",0,129.9,121,22.08,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0,"NO"
"3176",51,510,"No","Yes",28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,"NO"
"3177",122,415,"No","No",0,141.4,128,24.04,146.4,70,12.44,123,75,5.54,8.1,4,2.19,0,"NO"
"3188",58,408,"No","Yes",39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,"NO"
"3189",148,415,"Yes","No",0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,"NO"
"3192",87,415,"No","No",0,240,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,"YES"
"3198",30,415,"No","No",0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,"NO"
"3200",152,510,"No","No",0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,"NO"
"3201",100,510,"Yes","No",0,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,"NO"
"3204",142,510,"No","Yes",40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,"NO"
"3209",79,415,"No","No",0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,"NO"
"3210",68,415,"Yes","Yes",24,125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3,"YES"
"3212",103,415,"No","No",0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12,6,3.24,2,"NO"
"3216",23,510,"No","Yes",31,156.6,84,26.62,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,"NO"
"3217",221,510,"No","Yes",24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,"NO"
"3218",164,510,"No","Yes",30,238.8,100,40.6,230,121,19.55,206.3,66,9.28,13.2,8,3.56,1,"NO"
"3219",104,415,"No","Yes",18,182.1,66,30.96,213.6,65,18.16,193,108,8.69,13.4,9,3.62,2,"NO"
"3225",115,415,"No","No",0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,"YES"
"3226",33,408,"No","No",0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,"NO"
"3228",209,415,"No","No",0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,"NO"
"3231",87,408,"No","No",0,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,"NO"
"3233",142,510,"No","No",0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,"NO"
"3239",121,510,"No","No",0,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,"YES"
"3240",87,415,"No","Yes",33,125,99,21.25,235.3,81,20,215.3,95,9.69,10.2,7,2.75,2,"NO"
"3244",113,415,"Yes","No",0,122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5,"YES"
"3248",146,510,"No","No",0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,"YES"
"3250",160,415,"No","No",0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,"NO"
"3252",88,408,"No","No",0,274.6,105,46.68,161.1,121,13.69,194.4,123,8.75,9.2,4,2.48,2,"NO"
"3257",115,408,"No","No",0,268,115,45.56,153.6,106,13.06,232.3,65,10.45,17,1,4.59,3,"NO"
"3269",84,415,"No","No",0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,"YES"
"3276",120,510,"No","Yes",27,128.5,115,21.85,163.7,91,13.91,242.9,121,10.93,0,0,0,1,"NO"
"3277",142,510,"No","Yes",22,224.4,114,38.15,146,106,12.41,241.4,98,10.86,8.8,2,2.38,1,"NO"
"3281",76,408,"No","No",0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10,3,2.7,4,"YES"
"3283",99,415,"No","Yes",31,244.1,71,41.5,203.4,58,17.29,234,115,10.53,7.7,4,2.08,3,"NO"
"3291",127,510,"No","No",0,107.9,128,18.34,187,77,15.9,218.5,95,9.83,0,0,0,0,"NO"
"3292",119,510,"Yes","Yes",22,172.1,119,29.26,223.6,133,19.01,150,94,6.75,13.9,20,3.75,1,"YES"
"3295",116,408,"No","No",0,51.1,106,8.69,208.6,137,17.73,198,92,8.91,12.3,3,3.32,1,"NO"
"3297",74,510,"No","No",0,203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,9,2,2.43,1,"NO"
"3309",45,415,"No","No",0,211.3,87,35.92,165.7,97,14.08,265.9,72,11.97,13.3,6,3.59,1,"NO"
"3310",100,408,"Yes","No",0,219.4,112,37.3,225.7,102,19.18,255.3,95,11.49,12,4,3.24,4,"NO"
"3313",181,408,"No","No",0,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2,"NO"
"3318",163,415,"Yes","No",0,197.2,90,33.52,188.5,113,16.02,211.1,94,9.5,7.8,8,2.11,1,"NO"
"3324",117,415,"No","No",0,118.4,126,20.13,249.3,97,21.19,227,56,10.22,13.6,3,3.67,5,"YES"
"3326",78,408,"No","No",0,193.4,99,32.88,116.9,88,9.94,243.3,109,10.95,9.3,4,2.51,2,"NO"
"3332",184,510,"Yes","No",0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5,10,1.35,2,"NO"
