"","ACL","ZIP","IP","VMP","NVM","TDM","TDC","TDCH","TEM","TEC","TECH","TNM","TNC","TNCH","TIM","TIC","TICH","CSC","Churn"
"2503",115,408,"No","No",0,178.7,114,30.38,271,96,23.04,245.9,94,11.07,16.4,5,4.43,2,"NO"
"2504",168,415,"No","No",0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,"NO"
"2505",90,415,"No","No",0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13,1,3.51,1,"NO"
"2506",70,510,"No","No",0,147.1,105,25.01,200,135,17,234.9,65,10.57,12.5,9,3.38,3,"NO"
"2507",138,415,"No","No",0,230.1,107,39.12,212,120,18.02,174.9,119,7.87,13.2,4,3.56,1,"NO"
"2508",43,408,"No","No",0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,"NO"
"2509",117,510,"No","Yes",20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,"NO"
"2510",108,408,"No","No",0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,"NO"
"2511",118,408,"No","No",0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10,1,2.7,2,"NO"
"2512",169,408,"No","No",0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,"NO"
"2514",86,510,"No","No",0,70.7,125,12.02,211,113,17.94,174.6,107,7.86,0,0,0,2,"NO"
"2515",44,408,"No","No",0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,"NO"
"2516",111,510,"No","No",0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12,2,3.24,5,"YES"
"2517",127,510,"No","Yes",19,129.7,115,22.05,160.8,101,13.67,265,63,11.93,12.2,3,3.29,2,"NO"
"2518",151,415,"Yes","No",0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,"NO"
"2519",53,415,"No","No",0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,"NO"
"2520",15,415,"No","No",0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,"NO"
"2521",123,408,"No","Yes",28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,"NO"
"2522",137,415,"No","No",0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1,"NO"
"2523",106,415,"No","No",0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,"NO"
"2526",95,510,"No","No",0,174,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,"NO"
"2528",184,408,"No","No",0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2,"NO"
"2530",127,415,"No","No",0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2,"NO"
"2531",82,510,"No","No",0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,"NO"
"2532",180,415,"No","No",0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,"NO"
"2533",174,415,"No","No",0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2,"NO"
"2534",92,415,"No","No",0,184.7,60,31.4,262,73,22.27,239.5,120,10.78,12.3,6,3.32,2,"YES"
"2535",81,408,"No","No",0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18,2,4.86,1,"NO"
"2537",119,408,"No","No",0,294.2,100,50.01,232.5,53,19.76,195,64,8.78,9,1,2.43,0,"YES"
"2538",122,415,"No","No",0,215.6,86,36.65,167.8,59,14.26,207,67,9.32,6.4,8,1.73,3,"NO"
"2539",34,408,"No","No",0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14,7,3.78,1,"NO"
"2540",138,415,"Yes","Yes",28,211.2,117,35.9,312.5,98,26.56,178,118,8.01,10.7,2,2.89,3,"YES"
"2541",90,415,"No","Yes",24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,"NO"
"2542",73,408,"No","No",0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2,"NO"
"2543",19,510,"No","No",0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,"YES"
"2545",160,415,"No","No",0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,"NO"
"2547",90,408,"No","No",0,157.9,72,26.84,234,93,19.89,210,86,9.45,12.2,5,3.29,2,"NO"
"2549",117,408,"No","Yes",21,153.2,112,26.04,263.3,110,22.38,135,85,6.08,11.9,7,3.21,1,"NO"
"2550",79,408,"Yes","No",0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,"NO"
"2551",87,408,"No","No",0,185.8,119,31.59,192.3,83,16.35,200,96,9,6.6,4,1.78,1,"NO"
"2553",49,408,"No","No",0,236.6,91,40.22,220.9,146,18.78,146.8,114,6.61,8.9,2,2.4,1,"NO"
"2554",67,408,"No","No",0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10,2,2.7,6,"NO"
"2555",107,415,"No","No",0,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81,2,"NO"
"2556",190,408,"No","No",0,182.2,101,30.97,212.3,95,18.05,233,123,10.49,9.3,4,2.51,2,"NO"
"2557",118,510,"No","No",0,113,80,19.21,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92,2,"NO"
"2561",61,415,"No","No",0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9,6,2.43,1,"NO"
"2564",104,415,"No","No",0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1,"NO"
"2565",16,510,"No","No",0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,"NO"
"2566",183,510,"No","No",0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,"NO"
"2567",147,408,"No","No",0,168.6,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2,"NO"
"2568",58,415,"No","No",0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,"YES"
"2569",102,510,"Yes","No",0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12,8,3.24,3,"NO"
"2570",123,415,"No","No",0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,"NO"
"2573",152,415,"No","No",0,317.8,60,54.03,152.9,100,13,123.4,63,5.55,10.4,7,2.81,1,"YES"
"2574",124,415,"No","No",0,312,112,53.04,180,109,15.3,168.6,94,7.59,12.8,4,3.46,1,"YES"
"2575",97,415,"No","No",0,146,121,24.82,203,141,17.26,151.8,120,6.83,13.3,2,3.59,1,"NO"
"2577",57,415,"No","Yes",33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3,2,"NO"
"2579",194,510,"No","No",0,193.3,106,32.86,169,150,14.37,225.2,122,10.13,11.8,4,3.19,0,"NO"
"2580",66,415,"No","No",0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,"NO"
"2582",123,415,"No","No",0,123.2,104,20.94,190,117,16.15,170.3,95,7.66,12.9,5,3.48,4,"YES"
"2583",116,510,"No","No",0,205,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,"NO"
"2584",63,415,"No","No",0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,"NO"
"2585",64,510,"No","No",0,216.9,78,36.87,211,115,17.94,179.8,116,8.09,11.4,5,3.08,3,"NO"
"2587",53,415,"No","No",0,164.1,106,27.9,206,56,17.51,194.7,124,8.76,11.4,2,3.08,1,"NO"
"2588",105,510,"No","No",0,212,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,"NO"
"2590",101,415,"No","No",0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,"NO"
"2591",129,510,"No","Yes",30,177.3,95,30.14,211.8,102,18,240.2,108,10.81,9.3,7,2.51,3,"NO"
"2592",122,408,"No","No",0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,"YES"
"2594",93,408,"No","No",0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,"NO"
"2595",115,510,"Yes","No",0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,1,"YES"
"2597",73,408,"No","No",0,122,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,"NO"
"2598",120,415,"No","No",0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14,2,3.78,2,"NO"
"2600",97,510,"No","No",0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,"YES"
"2601",148,408,"No","No",0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,"NO"
"2602",85,408,"No","Yes",30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,"NO"
"2603",86,510,"Yes","No",0,162.4,131,27.61,167,102,14.2,128.9,118,5.8,11.4,2,3.08,2,"YES"
"2604",78,415,"No","Yes",13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,"NO"
"2605",106,415,"No","No",0,208.3,89,35.41,169.4,67,14.4,102,90,4.59,15.9,4,4.29,3,"NO"
"2606",147,415,"No","Yes",38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,"NO"
"2607",145,415,"No","No",0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,"YES"
"2608",91,415,"No","No",0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,"NO"
"2609",81,408,"No","Yes",46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,"NO"
"2610",116,415,"No","Yes",24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,"NO"
"2611",69,415,"No","Yes",37,155,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,"NO"
"2612",135,510,"No","No",0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,"NO"
"2615",125,415,"Yes","No",0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,"YES"
"2616",100,415,"No","No",0,166,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,"NO"
"2617",165,415,"No","Yes",33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16,3,4.32,0,"NO"
"2618",64,415,"No","No",0,174.5,98,29.67,180.2,103,15.32,179,89,8.06,10.7,2,2.89,2,"NO"
"2621",115,415,"No","No",0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11,7,2.97,1,"NO"
"2623",86,510,"No","Yes",16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,"NO"
"2624",134,415,"No","No",0,258.8,85,44,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2,"NO"
"2625",105,415,"No","No",0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,"YES"
"2627",90,408,"No","Yes",27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,"NO"
"2628",86,408,"No","No",0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,"NO"
"2629",37,415,"No","No",0,221,126,37.57,204.5,110,17.38,118,98,5.31,6.8,3,1.84,4,"NO"
"2630",141,415,"No","Yes",32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,"YES"
"2632",163,408,"No","Yes",22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,"NO"
"2633",89,415,"No","Yes",35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,"NO"
"2635",102,415,"No","No",0,123.1,106,20.93,182,102,15.47,244.6,75,11.01,12.6,7,3.4,2,"NO"
"2638",109,510,"No","No",0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,"NO"
"2639",105,510,"No","No",0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,"NO"
"2640",63,415,"No","Yes",33,184.2,111,31.31,312.6,89,26.57,264,55,11.88,12.2,4,3.29,1,"NO"
"2641",105,415,"No","Yes",24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,"NO"
"2642",68,415,"Yes","Yes",39,142,140,24.14,241.6,89,20.54,302,72,13.59,11.3,5,3.05,1,"NO"
"2643",63,408,"Yes","Yes",21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10,4,2.7,1,"NO"
"2644",74,415,"No","No",0,124.8,114,21.22,133,121,11.31,160.3,85,7.21,10.6,7,2.86,3,"NO"
"2645",76,415,"No","No",0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,"NO"
"2646",91,408,"Yes","No",0,246.4,110,41.89,182,98,15.47,157.6,106,7.09,12.1,2,3.27,2,"YES"
"2648",116,408,"No","No",0,288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,"YES"
"2649",131,415,"No","Yes",23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,"NO"
"2650",84,415,"No","No",0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,"NO"
"2651",104,415,"No","No",0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,"NO"
"2652",108,510,"No","No",0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,"NO"
"2653",111,415,"No","No",0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,"NO"
"2654",155,408,"No","Yes",30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,"NO"
"2655",66,510,"No","No",0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,"NO"
"2656",64,510,"No","No",0,219.2,73,37.26,167,65,14.2,161.4,119,7.26,10,5,2.7,1,"NO"
"2657",69,415,"No","No",0,227,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,"NO"
"2658",116,415,"No","No",0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,"NO"
"2659",101,415,"No","No",0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,"NO"
"2660",15,415,"No","No",0,121.1,130,20.59,216,86,18.36,235.1,33,10.58,16.1,5,4.35,2,"NO"
"2662",197,415,"No","No",0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,"NO"
"2663",50,415,"Yes","No",0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,"YES"
"2664",172,510,"No","No",0,169.8,123,28.87,183.1,94,15.56,395,72,17.77,12.7,7,3.43,2,"NO"
"2665",188,415,"Yes","Yes",26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,"YES"
"2666",85,408,"Yes","No",0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,"NO"
"2667",103,510,"Yes","No",0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,"YES"
"2668",136,408,"No","Yes",27,187.7,84,31.91,221,147,18.79,145.7,110,6.56,10,4,2.7,3,"NO"
"2669",155,408,"No","Yes",21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,"NO"
"2670",145,415,"No","No",0,129.4,97,22,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,"NO"
"2671",116,510,"No","Yes",12,221,108,37.57,151,118,12.84,179,80,8.06,9,6,2.43,2,"NO"
"2673",65,415,"Yes","No",0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,"YES"
"2674",180,415,"No","No",0,224.9,105,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81,3,"YES"
"2677",138,510,"No","No",0,205.9,96,35,257.1,94,21.85,209,63,9.4,12.1,8,3.27,0,"NO"
"2678",44,415,"No","No",0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,"YES"
"2679",25,510,"No","No",0,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89,2,"NO"
"2680",145,408,"No","No",0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,"NO"
"2681",122,510,"No","Yes",28,166,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,"NO"
"2682",121,415,"No","No",0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,"YES"
"2683",55,510,"Yes","No",0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,"NO"
"2684",77,415,"No","No",0,221.8,84,37.71,166,125,14.11,210.2,72,9.46,13.2,4,3.56,1,"NO"
"2685",12,415,"No","No",0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,"NO"
"2688",125,415,"Yes","Yes",29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59,1,"YES"
"2689",160,408,"No","No",0,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7,1,"NO"
"2692",102,415,"No","No",0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,"NO"
"2693",138,408,"Yes","No",0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,"NO"
"2694",164,510,"No","No",0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,"NO"
"2696",72,408,"No","No",0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,"NO"
"2697",74,415,"No","No",0,314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32,3,"YES"
"2699",145,415,"No","No",0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,"NO"
"2701",209,510,"No","No",0,255.1,124,43.37,230.6,110,19.6,218,69,9.81,8.5,5,2.3,3,"YES"
"2702",66,415,"Yes","No",0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,"NO"
"2703",152,510,"No","Yes",20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,"NO"
"2704",162,408,"No","No",0,49.2,121,8.36,143.9,136,12.23,203,97,9.14,12.1,13,3.27,1,"NO"
"2705",72,510,"No","No",0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,"NO"
"2706",101,415,"No","No",0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,"NO"
"2707",125,415,"No","No",0,206,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,"NO"
"2708",46,408,"No","No",0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9,2,2.43,2,"NO"
"2709",132,408,"No","No",0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,"YES"
"2710",193,415,"No","Yes",31,71.2,58,12.1,124.7,105,10.6,155.5,108,7,11.7,3,3.16,0,"NO"
"2712",124,510,"No","No",0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10,3,2.7,1,"NO"
"2713",144,415,"No","No",0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,"NO"
"2714",116,408,"No","Yes",24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6,3,1.62,2,"NO"
"2715",189,415,"No","Yes",30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,"NO"
"2716",97,408,"No","Yes",28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,"NO"
"2717",137,510,"No","Yes",50,186.5,94,31.71,178,106,15.13,215.6,100,9.7,12.1,4,3.27,2,"NO"
"2719",84,510,"No","No",0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,"NO"
"2720",119,415,"No","Yes",19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10,6,2.7,1,"NO"
"2721",158,415,"No","No",0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,"NO"
"2722",50,415,"No","No",0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,"NO"
"2723",98,408,"No","No",0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,"NO"
"2724",101,415,"No","Yes",24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13,9,3.51,2,"NO"
"2725",182,415,"No","No",0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,"YES"
"2727",117,510,"No","No",0,214.4,94,36.45,138,149,11.73,148.7,102,6.69,9.9,1,2.67,2,"NO"
"2728",92,415,"Yes","No",0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,"NO"
"2729",86,408,"No","No",0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,"NO"
"2730",122,415,"No","No",0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,"NO"
"2731",156,408,"No","Yes",27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4,1,"NO"
"2732",127,510,"No","No",0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,"YES"
"2733",130,408,"Yes","No",0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,"YES"
"2734",158,408,"No","No",0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0,0,0,2,"NO"
"2735",145,510,"Yes","Yes",30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3,1,"NO"
"2736",90,415,"Yes","Yes",26,169,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,"YES"
"2737",127,510,"No","Yes",27,2.6,113,0.44,254,102,21.59,242.7,156,10.92,9.2,5,2.48,3,"NO"
"2739",88,415,"No","No",0,181.9,90,30.92,151.5,87,12.88,143,100,6.44,7.5,3,2.03,1,"NO"
"2740",101,510,"No","Yes",9,160.1,116,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92,0,"NO"
"2741",171,510,"No","No",0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,"NO"
"2742",21,415,"No","No",0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,"NO"
"2743",145,408,"No","Yes",31,216,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,"NO"
"2744",90,415,"No","No",0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8,7,2.16,2,"NO"
"2745",33,408,"No","No",0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,"NO"
"2746",61,408,"No","Yes",40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,"YES"
"2747",107,415,"No","No",0,204.5,108,34.77,162.4,110,13.8,155,102,6.98,13.4,1,3.62,3,"NO"
"2748",147,408,"No","No",0,274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,"YES"
"2749",117,510,"No","No",0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,"NO"
"2750",95,415,"No","No",0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,"NO"
"2751",186,510,"No","No",0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,"NO"
"2753",55,408,"No","Yes",39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,"NO"
"2754",134,415,"No","No",0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,"NO"
"2755",96,415,"No","Yes",23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,"NO"
"2756",107,415,"No","No",0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,"NO"
"2757",123,415,"No","No",0,140,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,"NO"
"2758",35,415,"No","No",0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,"NO"
"2759",74,408,"No","No",0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12,3,3.24,0,"NO"
"2760",130,408,"No","No",0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,"NO"
"2761",137,408,"Yes","No",0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,"YES"
"2762",88,415,"No","No",0,181.5,116,30.86,187,119,15.9,220.3,96,9.91,10.5,7,2.84,1,"NO"
"2763",80,408,"No","No",0,51.5,90,8.76,164,98,13.94,169.4,80,7.62,9.5,4,2.57,3,"NO"
"2766",120,415,"No","No",0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,"NO"
"2767",146,415,"Yes","No",0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,"NO"
"2768",106,510,"No","Yes",9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,"NO"
"2769",121,408,"No","Yes",44,116,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24,1,"NO"
"2770",137,510,"No","No",0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,"NO"
"2772",67,510,"No","Yes",31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,"NO"
"2775",62,415,"Yes","Yes",32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,"YES"
"2776",120,415,"No","Yes",24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9,13,2.43,1,"NO"
"2777",130,408,"No","Yes",30,185,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2,0,"NO"
"2778",20,408,"No","No",0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,"NO"
"2779",68,415,"No","No",0,158.8,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78,1,"NO"
"2780",112,415,"No","No",0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,"NO"
"2781",77,408,"No","No",0,185.9,95,31.6,212,98,18.02,282.3,81,12.7,11.3,4,3.05,3,"NO"
"2783",108,415,"No","No",0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,"NO"
"2784",79,415,"No","Yes",17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,"NO"
"2786",38,510,"No","No",0,175.7,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48,5,"YES"
